    Finished `test` profile [unoptimized] target(s) in 4.01s
        PASS [   0.205s] ( 208/8916) auto-dpo self_history::tests::test_history_with_default_capacity
        PASS [   0.212s] ( 209/8916) auto-dpo self_history::tests::test_integration_rhi_channel_a_to_history
        PASS [   0.209s] ( 210/8916) auto-dpo self_history::tests::test_record_from_pair_and_verdict
        PASS [   0.213s] ( 211/8916) auto-dpo self_history::tests::test_record_pair_id_accessor
        PASS [   0.214s] ( 212/8916) auto-dpo self_history::tests::test_record_score_gap
        PASS [   0.215s] ( 213/8916) auto-dpo self_history::tests::test_record_serde_roundtrip
        PASS [   0.204s] ( 214/8916) auto-dpo types::tests::test_from_adjacent_specs_current_wins
        PASS [   0.212s] ( 215/8916) auto-dpo types::tests::test_from_adjacent_specs_previous_wins
        PASS [   0.209s] ( 216/8916) auto-dpo types::tests::test_from_adjacent_specs_quality_derived_from_winner_score
        PASS [   0.208s] ( 217/8916) auto-dpo types::tests::test_from_adjacent_specs_score_gap_reflects_verdict
        PASS [   0.206s] ( 218/8916) auto-dpo types::tests::test_model_output_nan_becomes_zero
        PASS [   0.209s] ( 219/8916) auto-dpo types::tests::test_model_output_new
        PASS [   0.210s] ( 220/8916) auto-dpo types::tests::test_model_output_score_clamp_high
        PASS [   0.197s] ( 221/8916) auto-dpo types::tests::test_model_output_score_clamp_low
        PASS [   0.196s] ( 222/8916) auto-dpo types::tests::test_model_output_serde_roundtrip
        PASS [   0.186s] ( 223/8916) auto-dpo types::tests::test_preference_pair_new
        PASS [   0.186s] ( 224/8916) auto-dpo types::tests::test_preference_pair_score_gap
        PASS [   0.181s] ( 225/8916) auto-dpo types::tests::test_preference_pair_serde_roundtrip
        PASS [   0.185s] ( 226/8916) auto-dpo types::tests::test_quality_as_str
        PASS [   0.178s] ( 227/8916) auto-dpo types::tests::test_quality_display
        PASS [   0.178s] ( 228/8916) auto-dpo types::tests::test_quality_from_score_high
        PASS [   0.177s] ( 229/8916) auto-dpo types::tests::test_quality_from_score_low
        PASS [   0.176s] ( 230/8916) auto-dpo types::tests::test_quality_from_score_medium
        PASS [   0.178s] ( 231/8916) auto-dpo types::tests::test_quality_is_acceptable
        PASS [   0.178s] ( 232/8916) auto-dpo types::tests::test_quality_serde_roundtrip
        PASS [   0.185s] ( 233/8916) auto-dpo::integration test_dpo_pair_generated_event_published
        PASS [   0.202s] ( 234/8916) auto-dpo::integration test_dpo_pair_generated_event_metadata_source
        PASS [   0.182s] ( 235/8916) auto-dpo::integration test_event_publish_disabled_silent
        PASS [   0.182s] ( 236/8916) auto-dpo::integration test_generate_insufficient_samples_error
        PASS [   0.186s] ( 237/8916) auto-dpo::integration test_internal_bus_new_pattern_silent_drop
        PASS [   0.184s] ( 238/8916) auto-dpo::integration test_pair_id_uniqueness_across_generations
        PASS [   0.185s] ( 239/8916) auto-dpo::integration test_preference_pair_chooses_extreme_scores
        PASS [   0.186s] ( 240/8916) auto-dpo::integration test_preference_pair_quality_classification
        PASS [   0.187s] ( 241/8916) auto-dpo::integration test_with_event_bus_invalid_config_rejected
        PASS [   0.188s] ( 242/8916) auto-dpo::integration test_with_event_bus_shared_bus_pattern
        PASS [   0.188s] ( 243/8916) auto-dpo::integration test_with_event_bus_subscriber_count
        PASS [   0.192s] ( 244/8916) auto-dpo::rhi_channel_a_e2e test_clv_determinism_across_multiple_calls
        PASS [   0.213s] ( 245/8916) auto-dpo::rhi_channel_a_e2e test_capacity_eviction_under_continuous_store
        PASS [   0.191s] ( 246/8916) auto-dpo::rhi_channel_a_e2e test_clv_dimension_always_512
        PASS [   0.188s] ( 247/8916) auto-dpo::rhi_channel_a_e2e test_clv_distinct_for_different_pair_ids
        PASS [   0.189s] ( 248/8916) auto-dpo::rhi_channel_a_e2e test_concurrent_stores_thread_safety
        PASS [   0.169s] ( 249/8916) auto-dpo::rhi_channel_a_e2e test_failing_llm_invoker_propagates_judge_failed
        PASS [   0.174s] ( 250/8916) auto-dpo::rhi_channel_a_e2e test_invalid_json_response_propagates_invalid_verdict
        PASS [   0.181s] ( 251/8916) auto-dpo::rhi_channel_a_e2e test_invalid_verdict_score_range_propagates_error
        PASS [   0.181s] ( 252/8916) auto-dpo::rhi_channel_a_e2e test_invalid_verdict_winner_loser_inconsistency
        PASS [   0.179s] ( 253/8916) auto-dpo::rhi_channel_a_e2e test_mixed_win_loses_in_evolution_chain
        PASS [   0.179s] ( 254/8916) auto-dpo::rhi_channel_a_e2e test_model_router_judge_client_current_wins
        PASS [   0.204s] ( 255/8916) auto-dpo::rhi_channel_a_e2e test_large_scale_persistence_100_records
        PASS [   0.180s] ( 256/8916) auto-dpo::rhi_channel_a_e2e test_model_router_judge_client_previous_wins
        PASS [   0.178s] ( 257/8916) auto-dpo::rhi_channel_a_e2e test_model_router_judge_client_with_dynamic_response
        PASS [   0.177s] ( 258/8916) auto-dpo::rhi_channel_a_e2e test_model_router_judge_client_with_lite_strategy
        PASS [   0.181s] ( 259/8916) auto-dpo::rhi_channel_a_e2e test_multi_version_chain_spec_evolution
        PASS [   0.165s] ( 260/8916) auto-dpo::rhi_channel_a_e2e test_recall_by_pair_id_returns_self_first
        PASS [   0.169s] ( 261/8916) auto-dpo::rhi_channel_a_e2e test_recall_top_k_exceeds_stored
        PASS [   0.174s] ( 262/8916) auto-dpo::rhi_channel_a_e2e test_record_serde_roundtrip_after_store
        PASS [   0.178s] ( 263/8916) auto-dpo::rhi_channel_a_e2e test_shared_judge_client_across_multiple_channels
        PASS [   0.174s] ( 264/8916) auto-dpo::rhi_channel_a_e2e test_stub_judge_client_full_flow_current_wins
        PASS [   0.178s] ( 265/8916) auto-dpo::rhi_channel_a_e2e test_stub_judge_client_full_flow_previous_wins
        PASS [   0.205s] ( 266/8916) chimera-cli action_orchestrator::tests::overwindow_run_missing_query_fails
        PASS [   0.222s] ( 267/8916) chimera-cli action_orchestrator::tests::ignores_non_action_event
        PASS [   0.191s] ( 268/8916) chimera-cli action_orchestrator::tests::overwindow_run_within_window_completes_without_trigger
        PASS [   0.190s] ( 269/8916) chimera-cli action_orchestrator::tests::overwindow_run_without_handle_fails
        PASS [   0.195s] ( 270/8916) chimera-cli action_orchestrator::tests::quest_pause_drives_engine_and_completes
        PASS [   0.196s] ( 271/8916) chimera-cli action_orchestrator::tests::quest_pause_no_active_quest_fails
        PASS [   0.244s] ( 272/8916) chimera-cli action_orchestrator::tests::overwindow_run_triggers_and_completes
        PASS [   0.199s] ( 273/8916) chimera-cli action_orchestrator::tests::spawn_orchestrator_consumes_requested
        PASS [   0.199s] ( 274/8916) chimera-cli action_orchestrator::tests::task_action_fails_gracefully_not_silent
        PASS [   0.196s] ( 275/8916) chimera-cli action_orchestrator::tests::ui_local_action_rejected_at_cli
        PASS [   0.196s] ( 276/8916) chimera-cli banner::tests::banner_constant_is_non_empty
        PASS [   0.193s] ( 277/8916) chimera-cli commands::chat::tests::test_builtin_registry_has_nine_commands
        PASS [   0.198s] ( 278/8916) chimera-cli commands::chat::tests::test_help_command_does_not_exit_and_registry_complete
        PASS [   0.196s] ( 279/8916) chimera-cli commands::chat::tests::test_llm_slash_command_registered
        PASS [   0.197s] ( 280/8916) chimera-cli commands::chat::tests::test_permission_mode_controls_tool_prompt
        PASS [   0.198s] ( 281/8916) chimera-cli commands::chat::tests::test_registry_rejects_duplicate
        PASS [   0.161s] ( 282/8916) chimera-cli commands::chat::tests::test_slash_command_parser_handles_empty_and_no_args
        PASS [   0.162s] ( 283/8916) chimera-cli commands::chat::tests::test_slash_command_parser_parses_name_and_args
        PASS [   0.163s] ( 284/8916) chimera-cli commands::chat::tests::test_stream_quest_response_produces_reply
        PASS [   0.167s] ( 285/8916) chimera-cli commands::chat::tests::test_unknown_slash_command_identified
        PASS [   0.219s] ( 286/8916) chimera-cli commands::chat::tests::test_tool_event_subscriber_processes_events_without_panic
